,expReturns,expRisk,SharpeRatio
159,31.508914205108752,20.767694343283985,1.2764495551082398
160,31.545962470993928,20.793652946199117,1.2766377576695238
161,31.53140768387228,20.78353800356548,1.276558768739025
162,31.53424266071778,20.7853143727193,1.2765860638386082
163,31.505244362971375,20.765161293472918,1.2764285327898093
164,31.4963863757902,20.75872014959279,1.2763978792936308
165,31.510532983860905,20.768494665423006,1.276478310582504
166,31.509773559187494,20.767994965308443,1.276472456944944
167,31.51057082016042,20.768154946065813,1.2765010126805902
168,31.51047247987535,20.768098336918044,1.27649975697339
169,31.51010776085499,20.767921068927297,1.2764930910932188
170,31.508822243009483,20.767152656196178,1.2764784215663862
171,31.507588376507044,20.7663104062525,1.2764707768466135
172,31.52509848949836,20.778356144795698,1.276573483708529
173,31.50642579460392,20.765210672704274,1.2764823922276134
174,31.506469921874626,20.765245270559987,1.2764823904803226
175,31.50648765642432,20.765259651107375,1.2764823605280937
176,31.507155687948064,20.765780101814745,1.2764825380016218
177,31.51387411960076,20.77032901559175,1.276526438252253
178,31.516205969565682,20.771875768059893,1.2765436432244903
179,31.515822147656493,20.771671528012565,1.276537716856219
180,31.508860633413537,20.766660090659624,1.2765105470829479
181,31.513069584870568,20.76959799772625,1.2765326313861771
182,31.51228093710099,20.769110662409506,1.2765246123458804
183,31.511916036033494,20.76890744793405,1.2765195329844237
184,31.51102552888776,20.768214587056118,1.276519241351198
185,31.512513513705585,20.768746358817214,1.276558202197404
186,31.512580438238235,20.768897001354553,1.2765521653128271
187,31.512801994164175,20.769183147584442,1.276545245220573
188,31.512936186803664,20.769340807693982,1.2765420160557994
189,31.513091124142356,20.769461406466615,1.276542063622673
190,31.5125523686161,20.768654343710143,1.2765657288068601
191,31.511102336307275,20.767574029102903,1.2765623129189574
192,31.509780226461647,20.766723534247575,1.2765509293145292
193,31.512885900644537,20.768947048059417,1.2765637968691252
194,31.50972892443069,20.76672952858598,1.2765480904414588
195,31.5098743127737,20.766844769530344,1.276548007508087
196,31.510096302578262,20.76701156980443,1.276548443836973
197,31.50759841292605,20.765078553784164,1.2765469846053332
198,31.510634335339915,20.76685119614583,1.2765842103332492
199,31.52453769414565,20.776570296302523,1.2766562197643399
200,31.52109028861465,20.77428295576394,1.2766308394416197
201,31.515397566100223,20.770218232409675,1.2766065945674956
202,31.515272006461224,20.770175772587805,1.2766031591054572
203,31.517155542538845,20.771590985763115,1.2766068598555473
204,31.52140611441261,20.77453462166636,1.276630576684624
205,31.521382152269783,20.774518990672814,1.2766303837974373
206,31.519450853095734,20.773175877724324,1.2766199549455173
207,31.528209342706216,20.779330270925346,1.2766633475105191
208,31.527258756132603,20.778669622571453,1.2766581902489356
209,31.52709659945674,20.778556826687993,1.2766573165170605
210,31.528472000862106,20.779482695935936,1.2766666229881922
211,31.525222218099437,20.777226798245433,1.2766488268944247
212,31.518998802981745,20.772833130127086,1.2766192573183928
213,31.519902800717837,20.773488432858862,1.2766225030731706
214,31.519640270573323,20.773305939548905,1.2766210803300382
215,31.52425512627901,20.776457150311643,1.276649571887243
216,31.519992323484058,20.773261975655704,1.2766407295379503
217,31.520077116353875,20.773370911013135,1.2766381166522227
218,31.52896692270506,20.779641574480895,1.2766806793859624
219,31.528839103908666,20.77955534703031,1.2766798259569114
220,31.52180787930181,20.77451593820682,1.2766510641302131
221,31.521452126386308,20.774131213876274,1.2766575821313315
222,31.522312900901063,20.77491316432192,1.2766509631650118
223,31.523634028878522,20.775625478744978,1.276670782115041
224,31.523662762297988,20.775672912821815,1.2766692503099994
225,31.52498582214418,20.776589705403254,1.2766765960270166
226,31.523666438321584,20.77578673587041,1.2766624328371248
227,31.528133611180763,20.778861512152112,1.2766885036346338
228,31.520074105055286,20.773190509024754,1.2766490584840033
229,31.52122231410417,20.774009089708787,1.2766540247275855
230,31.513812575189082,20.768605319676965,1.2766294205643598
231,31.517594611832234,20.771366554866937,1.2766417915637283
232,31.517636481778055,20.77139733301857,1.2766419156416196
233,31.517868247502513,20.771565280254027,1.2766427512668517
234,31.51803126699575,20.771684160361744,1.2766432929689766
