date,APOLLO HOSPITALS ENTERPRISE LTD.,ASIAN PAINTS LTD.,BAJAJ FINANCE LTD.,BHARAT PETROLEUM CORPN. LTD.,BHARTI AIRTEL LTD.,BRITANNIA INDUSTRIES LTD.,CIPLA LTD.,COAL INDIA LTD.,DIVI'S LABORATORIES LTD.,DR. REDDY'S LABORATORIES LTD.,EICHER MOTORS LTD.,GRASIM INDUSTRIES LTD.,ADANI PORTS & SPECIAL ECONOMIC ZONE LTD.,H C L TECHNOLOGIES LTD.,H D F C BANK LTD.,H D F C LIFE INSURANCE CO. LTD.,HERO MOTOCORP LTD.,HINDALCO INDUSTRIES LTD.,HINDUSTAN UNILEVER LTD.,HOUSING DEVELOPMENT FINANCE CORPN. LTD.,I C I C I BANK LTD.,I T C LTD.,INDUSIND BANK LTD.,INFOSYS LTD.,J S W STEEL LTD.,KOTAK MAHINDRA BANK LTD.,ULTRATECH CEMENT LTD.,LARSEN & TOUBRO LTD.,MAHINDRA & MAHINDRA LTD.,TECH MAHINDRA LTD.,MARUTI SUZUKI INDIA LTD.,N T P C LTD.,NESTLE INDIA LTD.,OIL & NATURAL GAS CORPN. LTD.,TATA CONSULTANCY SERVICES LTD.,POWER GRID CORPN. OF INDIA LTD.,RELIANCE INDUSTRIES LTD.,S B I LIFE INSURANCE CO. LTD.,U P L LTD.,SHREE CEMENT LTD.,STATE BANK OF INDIA,SUN PHARMACEUTICAL INDS. LTD.,TATA MOTORS LTD.,TATA STEEL LTD.,TATA CONSUMER PRODUCTS LTD.,TITAN COMPANY LTD.,AXIS BANK LTD.,WIPRO LTD.,BAJAJ AUTO LTD.,BAJAJ FINSERV LTD.
17-12-2021,-0.080241339,-0.016643424,-0.018175093,-0.016238333,-0.02252715,-0.00686682,-0.023609535,-0.022036728,-0.019559052,-0.017270819,-0.004916739,-0.029988936,-0.028450648,0.010045268,-0.018032131,-0.019268111,-0.010703735,-0.000776915,-0.034314787,-0.030467477,-0.017337921,-0.022207268,-0.04879888,0.027799729,-0.00286944,-0.035980116,-0.010305176,-0.014301724,-0.021914919,-0.00592987,-0.020695764,-0.014521193,-0.009217356,-0.040935673,0.000767813,0.008405379,-0.026394609,-0.018259151,-0.024935277,-0.005355372,-0.027746025,0.005886585,-0.04421181,-0.018296913,-0.01877744,-0.032601548,-0.029239766,0.041129908,-0.022747183,-0.029883227
16-12-2021,0.002262857,-0.001014552,0.026521596,0.017564403,-0.005908527,0.005364807,-0.016411745,0.011141121,0.002778565,-0.000641263,-0.008903684,0.007568646,-0.000469484,0.009443816,6.66667E-05,-0.004978821,-0.014378876,-0.01712665,-0.004933325,-0.008156367,-0.014755733,-0.005132783,-0.010921102,0.02156614,0.005542901,-0.003561101,0.005751999,-0.003668652,0.008390451,0.006731238,-0.015479753,0.005524862,0.00281465,0.009725599,0.003150952,-0.007862759,0.01293612,-0.009236794,-0.008176228,0.004371212,-0.007528878,-0.013740163,0.00061019,-0.000736537,-0.00810666,0.014678346,-0.004,0.012413576,-0.012551222,0.002559916
15-12-2021,-0.003731773,0.001349507,-0.030944395,-0.018766756,-0.008892423,-0.010629531,0.000111657,-0.005372733,-0.014115675,-0.009953622,0.002371907,-0.010220674,-0.023831347,-0.011571386,-0.00163067,0.005003734,0.009400918,-0.007255794,0.001143079,-0.010955868,-0.008436038,-0.019903762,-0.007927699,-0.010244557,-0.017604058,0.014670724,-0.002037528,0.008093477,0.011172851,-0.000669629,0.009982451,0.002770083,-0.001855625,-0.020081688,-0.01474971,-0.01130742,-0.002919984,-0.011694922,-0.009504049,-0.007939867,-0.007675775,0.025196746,0.004597466,-0.011266278,0.009195402,-0.013461579,0.002250668,-0.016231257,0.000865827,-0.027027185
14-12-2021,0.001017919,0.005381344,-0.021174026,-0.001784121,-0.016356137,-0.002535702,0.004824414,-0.000671141,0.027370652,0.010163485,-0.00370489,-0.00603192,0.006922012,0.0028039,-0.005757205,-0.007265718,-0.004488978,0.007528642,0.006053768,-0.007179321,0.006167109,-0.025575448,0.00799105,0.004298857,-0.000372828,-0.01745769,-0.003783153,0.002256245,-0.007413118,0.002777523,-0.003093236,0.004372019,0.013528606,0.006509078,0.003920048,0.038405088,-0.012242442,0.001601146,0.008981632,0.001049798,0.001537515,-0.008589038,-0.012011709,0.001630481,-0.019360827,0.00185067,0.009801136,0.00232414,-0.004174923,-0.01157354
13-12-2021,-0.007358969,-0.001005132,-0.031365314,-0.011588361,-0.010693682,-0.012030448,-0.002908603,-0.015201586,0.005314605,0.001415105,-0.012244575,-0.009575806,-0.012048977,-0.002667355,-0.007487439,-0.015115005,-0.012604626,0.006921556,-0.012195645,-0.013137517,-0.005277045,-0.00635324,-0.006562583,-0.008298991,-0.013244059,-0.012468696,-0.003494412,-0.006352087,-0.019309061,0.022150813,0.012221152,-0.002774475,-0.014958291,-0.010843782,-0.007465354,0.008635579,-0.020049208,0.009399456,0.004000271,0.001030051,-0.013947847,0.00164182,0.001820204,-0.012457627,-0.020203989,0.004766281,0.023181455,0.011202507,-0.011749757,-0.02185635
10-12-2021,0.002388778,0.032859345,0.001639719,0.008126984,-0.00455214,0.002359337,-0.000670766,-0.00884376,-0.015403271,-0.00020678,-0.006016634,0.015353359,-0.002663202,-0.005434085,-0.002816256,0.002342092,0.002340388,-0.001207067,-0.002970403,-0.011716894,0.00397351,0.002973662,-0.001743449,-0.002381695,0.008084854,-0.010227777,0.000887831,-0.003404618,0.010104571,-0.005306604,0.000525483,0.000793336,-0.000751889,0.001357313,0.009731381,-0.002706693,0.001017729,0.012270203,-0.006399892,-0.000380444,0.01238105,0.002105956,0.001012248,0.002676637,-0.010096463,-0.014242673,-0.008502053,-0.007695896,0.001122418,0.006506939
09-12-2021,-0.01888066,0.02258324,0.01070434,0.006647066,-0.00167797,0.013465706,-0.003842085,0.011597084,-0.006080413,0.005152384,0.014926862,0.003787327,0.01096664,-0.002603278,-0.017344575,-0.004734848,0.012165499,-0.003934856,-0.000363155,-0.003838065,0.002123706,0.046454768,0.001163652,0.005760402,0.001708894,-0.002134916,0.001333522,0.029999178,0.012310437,0.003988036,-0.001768686,-0.009430255,-0.00997736,-0.007075472,-0.006934297,-0.0078125,0.015859559,-0.00696879,0.019365472,0.010081119,-0.005899705,0.002904099,0.000101235,0.003282182,0.006928706,-0.013468853,-0.00451872,0.002337541,0.002686034,-0.001421547
08-12-2021,0.0035468,0.0257891,0.036371187,0.008638473,0.023324032,0.029229751,0.009783525,0.001659476,-0.004292077,0.011060234,0.013654017,0.018213639,0.022425138,0.019092767,0.018417775,-0.011520737,0.011719067,0.033785311,0.008184011,0.012599823,0.025522358,0.019487877,0.020126261,0.024362457,0.018618028,-0.008620912,0.017063046,0.014988043,0.01791876,0.017854311,0.034550413,0.015157559,0.006971064,0.017135024,0.011828707,-0.004859086,0.015219262,0.008928957,0.001581952,0.015780755,0.031151668,0.018623101,0.025114155,0.02106546,0.015051926,0.010501775,0.014701601,0.014705882,0.013875154,0.029963762
07-12-2021,0.002801993,-0.002616595,0.021778689,0.011344373,0.001791858,-0.006292546,-0.006369071,0.014136654,-0.004734441,0.004890302,0.011333415,0.014933012,0.029373143,0.01152611,0.014563107,0.014907922,0.017272727,0.050195799,0.006546716,0.017588847,0.035374533,0.012620468,0.012013324,0.009644311,0.027689197,0.027556758,0.011753943,0.008666872,0.004622028,0.016046399,0.020410771,0.008041817,0.017235033,0.017788629,0.013601403,0.018811881,0.008147803,0.009272965,0.014513991,0.00523966,0.024500322,0.008885573,0.03125,0.036075036,0.017522739,0.023760375,0.036042829,0.01265012,0.011293176,0.012759383
06-12-2021,-0.024409101,-0.023196001,-0.016621282,-0.006348795,-0.028885641,-0.016194161,-0.018748972,-0.070109546,-0.023176128,-0.021277059,-0.004662906,-0.025324256,-0.018984338,-0.029750726,-0.006441809,-0.009769158,-0.017238929,-0.007771106,-0.015851343,-0.001028268,-0.009423426,-0.016918565,-0.03732324,-0.023191495,-0.002637499,-0.015149932,-0.016072391,-0.010326162,-0.017683255,-0.026077951,-0.023006922,-0.020866142,-0.015777883,-0.017477724,-0.028581631,-0.019893256,-0.018955673,-0.014966336,0.005331463,-0.011642333,-0.016590933,-0.019486566,-0.026869402,-0.00822898,-0.034482759,-0.018550174,-0.014710253,-0.025360905,-0.01158812,-0.034036263
03-12-2021,-0.028705781,-0.022055587,-0.01549335,0.018608948,-0.019384342,-0.006916306,-0.009986431,0.002824859,-0.004238796,-0.014208353,0.001631621,-0.011572933,-0.002232445,-0.011226471,-0.007996068,-0.020345952,-0.004145266,-0.017241379,-0.016636596,-0.012874849,-0.008444075,-0.016855179,0.005922479,-0.007264407,-0.003401624,-0.025480463,0.001263109,0.006734854,-0.014831381,-0.022305403,-0.015870415,-0.013209013,-0.009324111,0.013194444,-0.000672541,-0.039160839,-0.030046116,-0.018601911,0.020839301,-0.014292615,-0.008071279,-0.018858075,0.002087247,0.00503416,0.001357905,-0.007228158,-0.004585121,-0.009353741,-0.012183031,-0.015173315
02-12-2021,0.003940047,0.013527078,0.020145766,0.027389831,0.01426099,0.01223393,-0.007434143,0.024108004,0.005281764,0.012243968,0.005434114,0.026345558,0.044000283,0.024206795,0.014023195,0.016502126,0.010007352,0.016945164,0.016397637,0.038521998,-0.007283221,0.015998197,0.012745676,0.019447198,0.014987445,0.005580157,8.19381E-05,0.001791713,0.017790823,0.026486521,0.007108239,0.007830854,0.005433606,0.012302285,0.018195539,0.03523166,0.006424807,0.019916727,0.01115134,0.007580868,0.003576688,0.028040518,0.008100999,0.027573784,0.000582298,0.011143123,-0.005150088,0.018903592,0.024264898,0.021584369
01-12-2021,-0.02052657,-0.001749559,0.005923756,-0.003378378,-0.008238929,-0.002890989,-0.044424997,0.023355263,-0.025949004,-0.014863608,0.028623257,0.0103161,0.035241647,0.015852106,0.007431957,0.019168625,-0.000449108,0.029436705,0.011779681,0.011428678,0.018688318,0.003391363,0.057361268,0.001313754,0.047337278,-0.00435802,-0.014952077,0.012041366,-0.00095751,0.029939343,0.029068451,0.003536346,0.012805083,0.001055595,0.013785189,0.002176542,0.025609046,0.00370514,0.012908904,-0.000392686,0.032026924,-0.010947452,0.036306149,0.010595594,-0.007449268,-0.006440749,0.036528636,-0.003844645,0.002854674,0.008446774
30-11-2021,-0.006940201,-0.000206723,0.013249828,0.00693972,-0.015013187,0.004789435,0.006528497,-0.01458671,-0.008646002,-0.004630024,-0.01779647,-0.0127676,-0.026686593,0.004853726,-0.005129059,-0.0041688,-0.016661314,-0.017612757,-0.005087147,-0.014997421,-0.005637528,-0.001580135,-0.013903624,0.009608866,-0.027493606,-0.028570014,0.006158427,-0.001414627,-0.017983075,0.003123678,-0.011427373,0.005928854,0.008007726,-0.013879251,0.007752713,0.032459426,-0.014785992,0.021386139,-0.011097411,0.02097113,-0.009782842,0.003395247,-0.006176184,-0.039067055,0.016449086,0.022072111,0.006988174,0.010545512,-0.01755503,0.020541254
29-11-2021,0.007015261,0.000381789,0.014499673,-0.024943612,0.000812183,-0.007509915,-0.00175856,-0.010583708,-0.003331443,-0.011218927,-0.008422696,-0.003638838,-0.020288643,0.020809873,0.007617961,0.01938418,-0.015260536,0.007553957,-0.002441009,-0.010176168,-0.0052617,-0.011160714,-0.007041473,0.002778352,-0.004851666,0.028152523,-0.000879002,-0.006129967,-0.003455344,0.006056043,-0.002928666,-0.018238262,-0.011541313,-0.02039429,0.016000116,-0.008663366,0.011978778,0.005219622,-0.020531401,-0.014634353,-0.011477152,-0.021178157,0.00271621,0.002202643,-0.000913004,0.013916154,-0.016093691,0.01472363,-0.010915852,0.012459126
26-11-2021,-0.002359215,-0.000365747,-0.04473182,-0.058110472,-0.034503039,-0.005065204,0.074170787,-0.01671397,0.028751198,0.034693789,-0.034319949,-0.043384746,-0.059413732,-0.013113442,-0.023624627,-0.026350174,-0.025166686,-0.067218432,-0.005938571,-0.04395432,-0.038412889,-0.031560744,-0.059939539,-0.017852996,-0.076736672,-0.034789445,-0.0281319,-0.03878588,-0.042021993,-0.020489306,-0.053086827,-0.046967456,0.002304718,-0.051579626,0.00027569,-0.011015912,-0.032230891,-0.025140147,-0.032311288,-0.027172344,-0.04087249,-0.019925916,-0.066057839,-0.052272824,-0.05087893,-0.043998665,-0.026695102,-0.023951626,-0.016835215,-0.039513267
25-11-2021,0.05629771,-0.004038644,-0.0071754,-0.008057518,0.008235604,-0.013785585,0.007275169,-0.003456945,0.02500694,-0.001402769,-0.006523581,0.011334039,-0.000786318,0.004779133,0.005204045,0.002328289,-0.010053223,-0.011170095,-0.010822192,-0.005479357,-0.012036306,0.015810277,-0.011438582,0.015566038,-0.003439444,0.011782838,0.004157154,-0.006765101,-0.00223914,0.013815747,-0.012641063,-0.001108238,0.004775527,0.010752688,0.00075509,0.004672897,0.06019818,-0.003651987,0.007759457,-0.007932301,-0.00527223,0.005070929,0.008390464,-0.004115401,0.011077039,0.009238799,-0.007662556,0.000314218,-0.004519973,-0.002289085
24-11-2021,-0.010459733,-0.008962346,0.008855404,0.014461771,0,-0.010594869,-0.018833736,0.018565941,-0.016921042,-0.007318732,-0.023949677,-0.020411024,0.046348989,0.00615675,0.001649566,-0.011791775,-0.004236,0.004220347,-0.008123799,-0.007896095,0.011105939,-0.016839378,-0.011158099,-0.0235477,-7.31743E-05,0.014372888,-0.010531539,-0.012643465,-0.009041993,-0.014385954,-0.023497581,0.013857678,-0.004934429,0.04601227,-0.006047485,0.007183552,-0.014439298,0.008885999,-0.004894864,0.005357043,0.000202819,-0.007959755,-0.01382442,-0.011366973,-0.026798222,-0.004962935,-0.000729235,-0.009800871,-0.008078955,0.002337619
23-11-2021,0.006412031,-0.023211959,0.007933922,0.005055612,0.022638458,0.022489949,0.016975653,0.03752906,0.017984036,0.005284747,0.020074174,0.002839791,0.01993007,0.002252049,0.000131983,0.009508601,-0.000910954,0.018206491,0.002365452,0.004024388,-0.000199468,0.003031615,-0.025374913,-0.012788451,0.040030441,0.01403769,0.000542214,0.01171896,0.000555031,0.012489457,-0.001322415,0.025739531,0.009802399,0.001023541,0.001691534,0.039392379,0.009349551,0.002476861,0.012212142,0.005166701,0.013671875,0.018747973,0.019337585,0.023174971,0.010089203,-0.001505457,-0.001092657,-0.001940843,-0.002714709,0.017239915
22-11-2021,-0.030258025,0.010660551,-0.057001049,-0.023932889,0.038846504,0.002799866,0.003474168,-0.018578879,-0.022243815,-0.013668133,-0.021223063,0.002141448,-0.015219338,-0.009016247,-0.01562297,-0.022214336,-0.018716129,0.004201681,-0.004521964,-0.010443016,-0.014287587,-0.027789474,-0.001537012,-0.011239744,0.009914688,-0.034083331,-0.014663285,-0.017132314,-0.024737469,-0.016871312,-0.031137776,-0.038063562,-0.02113576,-0.050226831,-0.004977415,0.008831169,-0.04429305,-0.02656402,-0.03365028,-0.020769454,-0.034537515,-0.025169165,-0.046301746,-0.018161133,-0.023195721,-0.035065774,-0.028243788,-0.011359275,-0.029132782,-0.047290228
18-11-2021,-0.025349018,-0.00105255,-0.016128502,-0.020541324,-0.007916117,-0.012019198,-0.014414315,-0.017296605,0.004565635,-0.020311222,-0.026512602,-0.010124676,-0.012915505,-0.02798386,0.005617978,-0.009211729,-0.023460091,-0.011450382,0.003450223,-0.007800841,0.002101668,-0.008350731,-0.024709865,-0.004503622,-0.017815354,-0.013954508,-0.011453733,-0.028624097,-0.032217507,-0.031326269,-0.019045893,-0.008427996,-0.003673554,-0.019695044,-0.013117919,0.007589636,0.003774351,-0.004337938,-0.01872684,-0.018914053,0.011341965,-0.000884564,-0.038573988,-0.027416909,-0.005200861,-0.0084622,-0.008422826,-0.015639166,-0.010114962,-0.018304173
17-11-2021,0.124998774,0.024923057,0.006875604,-0.014527268,-0.014035328,-0.020510736,-0.017792243,-0.018547627,-0.018289165,-0.010233311,-0.013319559,-0.016729287,-0.014602452,-0.009412068,-0.011111111,-0.00357343,-0.000563452,-0.000448833,-0.006440488,-0.009091062,-0.003599241,0.017201104,0.012831815,-0.00270602,-0.003835163,-0.014283314,-0.003133563,-0.001227433,-0.006091846,0.011594475,0.027874564,0.016008935,0.00076816,0.001590837,-0.009700821,0.018390192,-0.021406728,0.029661752,-0.031344145,-0.015917438,0.006160372,-0.008892229,0.021385223,-0.007120768,0.003599712,-0.012797472,-0.019004338,0.000529141,-0.006899992,0.002506899
16-11-2021,0.003129336,-0.005364976,0.002846999,-0.015128416,-0.009829842,-0.013854005,-0.017481213,-0.004381847,-0.011217181,-0.011500621,0.009667145,-0.017619959,-0.004467858,-0.006362899,-0.005939958,-0.001399384,0.021405365,-0.022592674,-0.007464687,-0.008464268,-0.011961722,-0.011129777,-0.019779165,0.002881683,0.005139834,-0.006889811,-0.020917176,0.004237179,0.03436019,0.01313998,0.07293652,-0.020780168,-0.000744483,-0.004119138,0.000872428,-0.003717472,-0.023236869,-0.005948789,-0.005101715,-0.03226755,-0.022603889,-0.015110398,0.026906717,-0.013368662,-0.022462026,-0.003012523,-0.009682919,0.003870087,0.002096552,0.004371087
15-11-2021,0.088114359,0.014665855,-0.005917589,-0.003156418,-0.00800269,0.014818531,0.024237131,-0.043126685,0.013181799,0.006276777,-0.014193904,-0.001399015,-0.0006664,-0.001279481,0.002736639,-0.008326395,0.003801644,-0.026998186,0.008233019,0.002740046,-0.004249292,0.022327179,0.004291018,0.003904056,-0.01467193,0.010893141,-0.003706339,-0.006581801,-0.010023459,-0.003690852,0.003108351,0.005130084,0.017455968,0.020368574,0.007728194,0.034615385,-0.005900274,-0.012767044,0.01884218,-0.010606045,-0.009386917,0.005207688,-0.003155507,-0.032472325,0.005484137,-3.93778E-05,-0.003804089,-0.001742292,-0.009325869,-0.007841828
12-11-2021,0.022387651,0.019389587,0.016960296,0.005643075,0.020450178,0.01222759,0.012211294,-0.000299401,0.002182796,0.005877527,0.006896297,0.00764497,0.020677459,0.010037047,0.003035587,0.025619129,-0.006608908,0.032162132,0.01209915,0.028808636,0.00667574,0.012608696,0.003629149,0.027058213,0.00591849,0.010028723,0.003738829,0.014624424,0.014111922,0.041427117,0.003541984,-0.001463593,0.015299141,0.007491857,0.010850869,-0.000823497,0.01509072,0.018817204,0.006342356,0.013041807,0.003434066,0.014656853,0.00715066,-0.009502924,0.012236614,0.004509315,-0.002709844,0.02843565,-0.030640409,0.022519284
11-11-2021,0.003162854,-0.014413023,-0.01698224,-0.013797101,-0.009314025,-0.014897932,-0.008274426,0.00179964,-0.014778576,-0.002981768,-0.015436425,-0.016058044,-0.003794552,-0.007227473,-0.004468735,-0.00552017,-0.006583787,0.009338521,-0.009978543,-0.012476236,-0.012101421,-0.003682045,0.001065685,-0.003936442,0.007548309,-0.010572963,-0.006926284,-0.009460811,0.005545588,-0.028501213,-0.007747965,-0.005458515,-0.005218199,-0.026632847,0.001119307,-0.012201735,0.001823601,-0.025807814,-0.008556982,-0.011760879,-0.028222731,-0.020034521,-0.014292707,0.000808594,-0.005638651,0.017507848,-0.015079736,-0.016549188,-0.00576663,-0.024816996
10-11-2021,0.004401156,-0.011716452,0.00052128,0.00174216,0.03119742,0.021233709,-0.001859651,-0.02228739,-0.009199604,0.007720638,0.008259154,0.005687153,0.000745914,-0.00311221,-0.01081253,7.07764E-05,0.001639435,-0.031962979,-0.012751167,0.001359804,-0.007183269,0.009180328,-0.033746782,-0.001348637,-0.021059632,-0.010084875,-0.007249571,0.003370035,0.030824413,0.004746024,-0.008696742,-0.007942238,0.000641474,0.006702841,-0.006104344,-0.01152506,0.011182932,-0.019465728,0.033429356,0.004315823,-0.008976661,0.012166968,0.002158344,-0.02799506,0.008077544,-0.010947016,0.005771425,-0.008884501,-0.005995599,0.008455083
